Indonesian,Minangkabau
ragbi,ragbi
ragu-ragu,ragu-ragu
rahang,arang
rahang,rahang
rahang,tulang rahang
rahasia,rahasio
rahasia,rashasio
rahasia,rasio
rahmat,barakaik
rahmat,karunia
rahmat,rahmaik
rahmat,rahmat
rak,rak
rakit,rakik
rakyat,masyarakat
rakyat,rakyaik
rakyat,rakyat
rakyat,rakyek
ramalan,ramalan
rambut,rambui
rambut,rambuik
rancangan,rancangan
rancangan,rancano
ranjang,kui basi
ranjang,tampaik tidua basi
ranjau,ranjau
rantai,balanggu
rantai,kaluang
rantai,patalian
rantai,rantai
rapat,bagajipik
rapat,karik
rapat,rapek
rasa sakit,raso sakik
rasakan,raso'an
rasakan,rasoan
rasakan,rasokan
rasanya,rasonyo
rata-rata,rato-rato
rawa,payau
rawa,payo
rawa,rawa
rawa,rawang
referensi,sumber pangambilan
rehabilitasi,pangumbalian
rekam,cetak
rekam,lakek
rekam,rakam
rekam,sulam
rekam,tulih
rekaman,rakaman
rekaman,rekaman
rekening,rekening
rekomendasi,rekomendasi
relevan,relevan
remaja,akia balia
remaja,mudo
rencana,rancana
rencana,rancano
rencana,rencano
rendah,pendek
rendah,randah
rendah,rondah
reporter,reporter
resi,resi
resiko,rasiko
ribu,ibu
ribu,ribu
ribu,sibu
ribuan,baribu
ribuan,ribuan
rindu,taragak
ringan (tidak berat),ringan
ringkasan,ringkasan
rintangan,alangan
rintangan,rintangan
risiko,risiko
riwayat,riwayaik
roda,roda
roh,roh
rok,rok
rombongan,rombongan
ruang,kamar
ruang,ruang
ruang,tampek
ruangan,aula
ruangan,ruang
ruangan,ruangan
ruangan,"ruangan, biliak"
rumah,pondok
rumah,rumah
rumah,umah
rumah sakit,masakik
rumah tangga,rumah tangga
rumput,rumpuik
rumput,siangan
rupa,bantuak
rupa,ireh
rupa,rauik muko
rupa,roman
rupa,rupo
rusak,buruak
rusak,rusak
rusuk,rusuak
rusuk,tapi
s,pinjaman
saat,bilo
saat,kini
saat,maso
saat,saaik
saat,saat
saat,wakatu
saatnya,masonyo
saatnya,saaiknyo
saatnya,saatnya
saatnya,saatnyo
saatnya,wakatunyo
saatnya,wakotunyo
saatnya,waktunyo
sabtu,sotu
sabuk,ikek pinggang
sabun,sabun
sabun mandi,sabun mandi
sadar,ingek
sadar,jago
sadar,sada
sadar,sadar
sahabat,katauan
sahabat,sahabaik
saham,saham
sainganmu,lawan ang/kau
sainganmu,saingan ang/kau
saja,ajo
saja,iko ajo
saja,sajo
saja,samieang
saja,se
sakit,sakiak
sakit,sakik
sakit kepala,sakik kapalo
sakitku,sakik den
sakitnya,sakik nyo
saksi,maliek
saksi,saksi
saksi,sasi
saksi,soksi
saksikan,saksi an
saksikan,saksikan
saksiku,saksi den
salad,salad
salah,ndak batua
salah,salah
salahku,salah den
salahmu,salah ang/kau
salahnya,salahnyo
salamku,salam den
salin,salin
salinannya,salinannyo
saling,babaleh
saling,saliang
saling,saling
salinlah,salinlah
saluran,saluaran
salurannya,salurannyo
sama,samo
sama sekali,samo sekali
samakan,samokan
sambungan,sambuangan
sambungan,uleh
sambungkan,sambuangkan
sampah,sampah
sampah,sarok
sampahmu,sarok ang/kau
sampahnya,sarok nyo
sampai,lah tibo
sampai,sampai
sampai,tibo
sampai,"tibo, sampai"
sampaikan,sampai an
sampel,sampel
samping,rusuak
samping,sabalah
samping,sampiang
sampingan,sampingan
sampingku,sampiang den
sampul,bungkuih
sampul,tungkuih
samurai,padang urang japang
samurai,samurai
sana,ingkin
sana,kian
sana,pai lah
sana,sano
sana,sinan
sana,siten
sandera,urang nan ditawan
sandera,urang nan tagadai
sangat,sangaik
sangat,sangek
sangat menarik,sangat menarik
santai,gontai
santai,tanang
santailah,santailah
santainya,santainyo
santapan,santapan
sapi,bantiang
sapi,jawi
sapu,panyapu
sapu,sapu
sarafmu,saraf ang/kau
saran,saran
saran,usua
sarang,sarang
sarang,tampaik
sarankan,sarankan
saranku,saran den
saranmu,saran ang/kau
sarannya,sarannyo
sarapannya,sarapannyo
saratus,saratuih
sarjana,sarjana
sarung,kain saruang
sarung,saruang
sarung tangan,saruang tangan
sasarannya,sasarannyo
sastra,bahaso
sastra,kasusastraan
sastra,sastra
sastra,tulisan
satelit,nan maikuik
satelitnya,satelitnyo
satu,ciek
satuannya,satuannyo
satukan,satu an
satunya,cieknyo
satunya,satunyo
satunya,tunggal
satupun,ciekpun
saudara,dunsanak
saudara,sadaro
saudara,sanak
saudara,"sanak, dunsanak, sodaro"
saudara,saudara
saudara,saudaro
saudara,sudara
saudara,sudaro
saudaraku,sanak den
saudaramu,sanak ang/kau
saudari,sanak/dunsanak
saudariku,sanak den
saudarimu,sanak ang/kau
saudarinya,sanaknyo
sawah,sawah
saya akan,ambo nio
saya akan,awak nio
saya akan,den bio
sayang,jantuang hati
sayang,kasiah
sayang,sayang
sayangi,sayangi
sayangku,sayang den
sayangnya,kasiahnyo
sayangnya,kasihnyo
sayangnya,sayangnya
sayangnya,sayangnyo
sayur-mayur,sayuran
seandainya,seandainyo
sebabnya,deknyo
sebabnya,karanonyo
sebabnya,panyobab
sebabnya,sababnyo
sebabnya,sebabnyo
sebagai,sabagai
sebagai,sebagai
sebagai gantinya,sabagai gantinyo
sebagian,sabagian
sebagian,sakarek
sebagian,saparo
sebagian,saparoh
sebagian,satangah
sebagian besar,sebagian gadang
sebagus,sarancak
sebahagia,sabahagia
sebaiknya,"ancaknyo, eloknyo"
sebaiknya,baiknyo
sebaiknya,eloknyo
sebaiknya,saancaknyo
sebaiknya,sabaiaknyo
sebaiknya,sabaiknyo
sebaiknya,sabayieknyo
sebaiknya,saeloknyo
sebaiknya,sarancaknyo
sebaiknya,sebaiknyo
sebanding,sabandiang
sebantar,sabanta
sebanyak,sabanyak
sebanyaknya,sabanyaknyo
sebaran,sebaran
sebarkan,sabarkan
sebatas,sabateh
sebelah,sabalah
sebelah,"sabalah, subaliak"
sebelah,sabolah
sebelah utara,sabalah utara
sebelahku,sabalah den
sebelahmu,sabalah ang/kau
sebelahnya,sabalahnyo
sebelum,sabalum
sebelum,sabalun
sebelum,sabolun
sebelumnya,mulo-mulo
sebelumnya,sabalumnyo
sebelumnya,sabalunnyo
sebelumnya,sabolumnyo
sebelumnya,sebelumnya
sebenar,sabana
sebenarnya,sabananyo
sebenarnya,sabanarnyo
sebentar,sabanta
sebentar,sobonto
seberang,di adokan
seberang,di muko
seberang,subarang
seberangkan,sabarangkan
seberangnya,sabarangnyo
seberani,sabarani
seberapa,bara
seberapa,sabara
seberapa,sabarapo
seberapa,seberapo
seberuntung,sabaruntuang
sebetulnya,sabatuanyo
sebotol,saboto
sebuah,ciek
sebuah,sabuah
sebuah,sebiji
sebungkus,sabungkuih
seburuk,saburuak
sebut,keceaan
sebut,kecek
sebut,sabuik
sebut,sobuiik
sebutannya,sebutannyo
secangkir,sacangkia
secantik,sarancak/kamek
secara,candoitu
secara,sacaro
secara,secaro
secara keseluruhan,secaro keseluruhan
secara khusus,secaro khusus
secara luas,secaro luas
secara sederhana,secaro sederhana
secara signifikan,secaro signifikan
secara teratur,secaro teratur
secepat,sacapek
sedalam,sadalam
sedang,sadang
sedang,sodang
sedang,tangah
sedang tidur,sadang lalok
sedekah,sadakah
sedekat,sadakek
sederhana,alakadarnyo
sederhana,sadarano
sederhana,sadarhano
sederhana,sederhana
sederhana,sederhano
sederhanakan,sederhana an
sederhananya,sederhananyo
sedetik,sedatiak
sedia,sedia
sedih,ibo
sedih,maibo ati
sedih,sadiah
sedih,sadieh
sedih,sodih
sedihnya,sadiahnyo
sedikit,saketek
sedikit,sangenek
sedikit,seketek
sedikitpun,saketepun
sedingin,sedingin
sedotan,pipet
seekor,sa ikuo
seekor,saikua
seekor,saikuah
seekor,seikuor
seekor,sikuak
seekornya,saikuanyo
seenaknya,salamaknyo
segala,kasado
segala,sado
segala,sadonyo
segala,sagalo
segala,segalo
segala sesuatu,segalo sesuatu
segalanya,kasadonyo
segalanya,sadoalah
segalanya,sadolahnyo
segalanya,sadonyo
segalanya,sagalanyo
segalanya,sagalonyo
segelas,sagaleh
segendut,sagapuak
segera,bagageh
segera,capek
segera,copeklah
segera,gageh
segera,lakeh
segera,"langsuang, kini jo"
segera,sacapeknyo
segera,sacopeknyo
segera,sagara
segera,segera
segeralah,segeralah
segigit,sagigik
segitiga,sagitigo
seharian,saharian
seharusnya,haruihnyo
seharusnya,harusnyo
seharusnya,musitinyo
seharusnya,sabananyo
seharusnya,saharusnyo
seharusnya,samustinyo
seharusnya,sebananyo
seharusnya,seharuihnyo
sehat,cegak
sehat,sambuah
sehat,sehaik
sehat,sehat
sehat,sihaik
sehatku,sehat den
sehatmu,sehat ang/kau
sehelai,sahalai
sehingga,inggo
sehingga,jadinyo
sehingga,sahingga
sehingga,sahinggo
sehingga,sainggo
sehingga,sehinggo
seikat,saikek
seinci,sainci
seisi,saisi
sejagat,sajagat
sejak,mulo
sejak,sajak
sejak,samanjak
sejarah,sajarah
sejarah,sajaroh
sejarah,sejarah
sejarah,sejaroh
sejati,sajati
sejati,sajatiah
sejati,sajoti
sejati,sejati
sejatiku,sajati den
sejatinya,sajatinyo
sejauh,sajauah
sejauh,sajauh
sejauh,sajawuah
sejauh,sejauah
sejauh,sejauh
sejauh,sejauoh
sejelas,sajaleh
sejenak,santa
sejenisnya,sajenisnyo
sejujurnya,sajujurnyo
sejuta,sajuta
sekaleng,sakaleng
sekali,sakali
sekalinya,sakalinyo
sekalipun,sakali pun
sekarang,kini
sekarang,kiniko
sekaranglah,kinilah
sekarat,sekarat
sekarung,sakaruang
sekedar,sekedar
sekejap,sakijok
sekelas,sekelas
sekelas,selokal
sekeluarga,sakaluarga
sekeping,sakapiang
sekeras,sakareh
sekitar,sakaliliang
sekitar,sakiro
sekitar,sakitar
sekitar,sekita
sekitar,sekitar
sekitarmu,sakitar ang/kau
sekolah,sakolah
sekolah,sikola
sekolah,sikolah
sekolah,"sikolah, sakolah"
sekolahan,sakolah an
sekop,sikauk
sekop,tabak
sekopnya,sigapnyo
sekotak,sakotak
sekretaris,juru tulih
sekretaris,sikitarih
sekretarisnya,sekretarisnyo
sekring,sekring
sekringnya,sekring nyo
sekrup,sikuruik
sekrup,sikurup
seks,berhubungan badan
seksama,saksama
seksi,manggaya
seksi,seksi
seksualitasnya,seksualitasnyo
seksualnya,seksualnyo
sekuatnya,sakueknyo
sekurangnya,sakurangnyo
selagi,salagi
selai,salai
selalu,acok
selalu,salalu
selalu,taruih
selama,dalami 
selama,salamo
selama,selamo
selama-lamanya,salamo-lamonyo
selamanya,salamonyo
selamanya,sampai abis maso
selamanya,selamonyo
selamat,salamaek
selamat,salamaik
selamat,salamek
selamat datang,salamaik datang
selamat tinggal,salamaik tinggal
selamatkan,salamaekkan
selamatkan,salamaik'an
selamatkan,salamaikan
selamatkan,salamaikkan
selamatkan,salamekan
selamatkan,salamekkan
selamatkan,selamekan
selamatkanlah,salamaik an lah
selamatnya,salamaiknyo
selang,antaro
selang,nan maantaroi
selang,nan manyalo
selangkah,salangkah
selangmu,selang ang/kau
selanjutnya,salanjauiknyo
selanjutnya,salanjuiknyo
selanjutnya,salanjuitnyo
selanjutnya,salanjutnyo
selanjutnya,sataruihnyo
selanjutnya,selanjutnyo
selasa,ari nan katigo
selasa,salasa
selatan,salatan
selatan,selatan
selebriti,selebriti
selera,salero
seleramu,salera ang/kau
selesai,salasai
selesai,selosai
selesai,sudah
selesaikan,basudah
selesaikan,salasai an
selesaikan,salasai'an
selesaikan,salasaian
selesaikan,salasaikan
selesaikan,salesaian
selesaikan,salosaikan
selesaikannya,salasaikannyo
selesailah,salasailah
selesainya,salasainyo
selidiki,selidiki
selingkuh,salingkuah
selokan,banda
selokanku,banda den
selokanmu,banda ang/kau
selokannya,bandanyo
selubungnya,salubuangnyo
seluruh,kasado
seluruh,kasadoe
seluruh,kasadonyo
seluruh,sado
seluruh,sadoe
seluruh,sadonyo
seluruh,sagado
seluruh,salauruah
seluruh,saluruah
seluruh,saluruh
seluruh,seluruh
selusin,salusin
semacam,bantuak
semacam,sabantuak
semacam,samacam
semacam,samode
semacamnya,samacamnyo
semak,samak
semakin,samakin
semalam,kapatang
semalam,patang
semalam,patang malam
semalam,potang
semalam,samalam
semalaman,samalaman
semampu,samampu
semampuku,samampu den
semampunya,samampunyo
semangat,samangaik
semangat,"samangaik, sumangaik"
semangat,samangeik
semangat,samangek
semangat,semangek
semangat,sumangaik
semangatnya,samangaiknyo
semangatnya,samangeknyo
semau,samau
semaumu,samau ang/kau
semaumu,sanio ang/kau
semaunya,samaunyo
sembilan,sambilan
sembilanbelas,sembilanbaleh
sembilanpuluh,sambilahpuluah
sembuh,cegak
sembuhkan,cegak an
sembunyi,sambunyi
sembunyikan,sambunyi an
semen,simin
semenjak,samanjak
sementara,samantaro
sementara,sementaro
sementara itu,samantaro itu
semester,satangah taun
semester,semester
seminggu,saminggu
seminggu,sapakan
seminggu,"sapakan, saminggu"
seminggu,sapokan
seminggu,sepekan
semoga,samoga
semoga,samugo
semoga,semoga
sempurna,samparono
sempurna,sampurna
sempurna,sampurno
sempurna,sampurono
sempurna,sempurna
sempurna,sempurno
semua,kasado
semua,kasadonyo
semua,sado
semua,sadoalah
semua,sadoe
semua,sadonyo
semua,sagado
semua,sagalonyo
semua orang,kasado urang
semuanya,kasado-alahnyo
semuanya,kasadonyo
semuanya,sado
semuanya,sado'a
semuanya,sadoalae
semuanya,sadoe
semuanya,sadonyo
semudah,samudah/gampang
semut,samuik
sen,sen
sen dolar,sen dolar
senang,sanang
senang,sonang
senangkan,sanang an
senangnya,sanangnyo
senapanku,senapan den
senapanmu,senapan ang/kau
senapannya,senapannyo
senat,dewan mahaguru
senator,anggota senat
sendiri,sorang
sendiri,surang
sendirian,sorang
sendirian,surang
sengaja,sangajo
sengaja,sengaja
sengaja,sengajo
sengat,sangek
sengatan,pantak
sengatan,sangek
sengit,sengit
sengsara,sansaro
seni,gaya
seni,seni
senin,ari nan kaduo
senin,sanayan
senin,sinayan
senior,labiah tuo dl umua
senior,sanior
senja,sanjo
senjata,sanjato
senjata,senjato
senjata,sinjato
senjataku,senjata den
senjatamu,senjata ang/kau
senjatanya,senjatanyo
sensasi,parasaan atau emosi
sensor,sensor
senter,senter
sentuh,awai
sentuh,kanai
sentuh,rabo 
sentuh,santuah
sentuh,"santuah, kacak"
sentuh,singguang
sentuh,singgung
sentuh,sintuah
sentuh,sontuh
senyaman,sanyaman
senyap,aniang/langang
senyum,galak manih
senyum,sanyum
senyuman,sanyuman
senyumanmu,senyuman ang/kau
senyumkan,senyum an
senyumku,senyum den
senyumlah,senyumlah
senyummu,senyum ang/kau
senyumnya,senyumnyo
seorang,awak surang
seorang,saorang
seorang,saurang
seorang,seorang
seorang,sorang
seorang,surang
seorang,surangdiri
seorangpun,ciekpun
seorangpun,idaksurangjuo
seorangpun,saurangpun
seorangpun,sorangan
seorangpun,sorangpun
seorangpun,surang juo
seorangpun,surangpun
sepadan,sapadan
sepak bola,sepak bola
sepakat,sapakaik
sepandai,sapandai/cadiak/santiang
sepanjang,sapanjang
sepatah,sapatah
sepatu,sapatu
sepatu,sapatua
sepatu,sepatu
sepatu,sepatuh
sepatu,sipatu
sepatu bot,sepatu bot
sepatuku,sapatu den
sepatumu,sapatu ang/kau
sepatunya,sapatunyo
sepatutnya,sapatuiknyo
sepeda,kareta angin
sepeda,sapeda
sepeda motor,onda
sepedaku,kreta den
sepedamu,kreta ang/kau
sepengetahuan,sapangatahuan
sepenting,sepenting
sepenuh,sapanuah
seperti,cando
seperti,contohnyo
seperti,macam
seperti,mode
seperti,sabantuak
seperti,sarupo
seperti,seperti
seperti,umpamo
seperti itu,mode tu
sepertiku,bantuak den
sepertiku,cantuak den
sepertimu,bantuak ang/kau
sepertimu,cantuak ang/kau
sepertinya,"agak nyo, bantuak nyo"
sepertinya,bantuaknyo
sepertinya,modenyo
sepertinya,nampaknyo
sepertinya,sapertinyo
sepertinya,saruponyo
sepertinya,sepertinyo
sepi,langang
september,september
sepucuk,sapucuak
sepuluh,sapuluah
sepuluh,sapuluh
sepuluh,sapuluoh
sepupu,sepupu
sepupuku,sepupu den/awak/ambo
sepupumu,sepupu ang/kau
sepupunya,sepupunyo
seragam,saragam
serahkan,agiahan
serahkan,agiahkan
serahkan,borilah
serahkan,sarah'an
serahkan,sarahan
serahkan,sarahkan
serahkan,sorahan
seram,seram/takuik/longang
serangan,bajojang
serangan,sarangan
serangan,serangan
serangga,saranggo
seranglah,seranglah
seranjang,saranjang
serasa,saraso
serasi,sarasi
serat,sabuik
sergap,sergap
serigala,srigala
serikat,kons pakumpulan
serikat,sarikaik
sering,acok
sering,kodok
seringkali,acok
seringkali,seringkali
seringnya,seringnyo
serius,iyo ko
serius,sabana iyo
serius,sarius
serius,serius
serius,sobonanyo
serius,yobana
seriuslah,seriuslah
seriusnya,serius nyo
serombongan,serombongan
serpihan,sapiahan
sertakan,sertakan
sertifikasi,sertifikasi
seru,seru
seruling,saruliang
seruling,suliang
serumit,sarumik
serumku,serum den/awak/ambo
serummu,serum ang/kau
serumnya,serumnyo
sesali,sasali
sesederhana,sesederhana
sesegera,sesegera
sesekali,sasakali
sesekalinya,sasakalinyo
sesenang,sasanang
seseorang,sasaurang
seseorang,saurang
seseorang,seseorang
seseorang,seseurang
seseorang,surang
seseorang,urang
sesingkat,sasingket
sesuai,cocok
sesuai,sarasi
sesuai,sasuai
sesuai,sasuia
sesuai,suai
sesuaikan,sasuaikan
sesuatu,pakaro
sesuatu,sasuatu
sesuatunya,sesuatunyo
sesudah,sasudah
sesudahnya,sasudahnyo
sesuka,sasuko 
sesukamu,sasuko ang/kau
sesulit,sapayah
sesulit,sasulik
setahu,satau
setahuku,satau den
setahun,satahun
setahun,sataun
setajam,satajam
setakut,satakuik
setampan,saganteng
setan,hantu
setan,ibilih
setan,setain
setan,setan
seteguk,saraguak
setelah,salapeh
setelah,sasudah
setelah,satalah
setelah,setelah
setelah itu,habih itu
setelan,stelan
setelanku,stelan den/awak/ambo
setengah,sabalah
setengah,sakarek
setengah,satangah
setengah,satengah
setengah,separoh
setengah,setongah
setengahnya,satangahnyo
setetes,satitiak
setiamu,setia ang/kau
setianya,setianyo
setiap,acok
setiap,satiap
setiap,satiok
setiap,setiok
setiap hari,setiok hari
setiba,satibo
setidaknya,saindaknyo
setidaknya,satidaknyo
setidaknya,setidaknyo
setimpal,satimpal
setuju,satuju
setuju,satujua
setuju,satujuh
seukuran,saukuaran
seumuran,saumuaran
seumuranmu,saumuaran ang/kau
seusiamu,saumua ang/kau
seusianya,saumuanyo
seutuhnya,seutuhnyo
sewaan,sewaan
sewajarnya,sewajarnyo
sewanya,sewanyo
seyakin,sayakin
sholat,sumbahyang
sialan,kalera
sialan,kapunduang
sialan,kurang aja
sialan,sialan
sialanku,sialan den/awak/ambo
siang,siang
siang,tangah hari
siang,tangahari
siap,ala
siap,lai sudah
siap,salasai
siap,siap
siap,solosai
siapa,sapo tu
siapa,sia
siapa,"sia, siapo"
siapa,siapo
siapa saja,sia ajo
siapalah,sia lah
siapapun,sasia
siapapun,sia sajo
siapapun,sia-sia nyo
siapapun,siajolah
siapapun,siapo ajo
siapapun,siapo sajo
siapapun,siapopun
siapapun,siapun
siapapun,"siapun, siapopun"
siapkan,bakameh
siapkan,salasaian
siapkan,salasaikan
siapkan,siap'an
siapkan,siapan
siapkan,siapkan
siaran,manyiaran
siarannya,siaran nyo
siarkan,siar an
sibodoh,sibongak
sibuk,sibuak
sibuk,sibuik
sibuk,sibuk
sidang,rapek
sidang,sidang
sifat,sipaik
sifatku,sipat den/awak/ambo
sihir,santet
sihir,sihi
sihir,sihia
sihir,sihiah
sihir,sihie
sihir,sulap
sikapmu,sikap ang/kau
sikat,abihan
sikat,gunda
sikat,rampeh
sikat,sikek
sikatlah,sikeklah
siklus,daua
siksa,siksa
siksaan,siksaan
silahkan,dipasilahkan
silahkan,silahkan
silahkan,silakan
silakan,mari
silakan,silahkan
silakan,silakan
silakan,silokan
simbol,lambang
simpan,kameh
simpan,simpan
simpan,"simpan, andok"
simpan,suruk an
simpananku,simpanan den/awak/ambo
simpanannya,simpanannyo
simpankan,simpanan
simpanlah,simpanlah
simpul,simpul
simpulkan,simpul an
simulasi,simulasi
simulasinya,simulasinyo
sinar,cahayo
sinar,cayo
sinarku,sinar den/awak/ambo
singgung,singguang
singkirkan,singkiak an
sini,kamari
sini,kinyak
sini,siko
sini,sinyak
sinilah,sikolah
sinting,gilo/engak/boco
sinyal,sinyal
sinyalmu,sinyal ang/kau
sinyalnya,sinyalnyo
sipir,tukang jago pinjaro
siput,cipuik
siput,langkitang
sirkuit,lingkaran
sisa,balabiah
sisa,siso
sisa,tingga
sisakan,siso an
sisanya (tidur / santai),lalok
sisimu,sisi ang/kau
sistem,aturan
sistem,caro
sistem,sistem
sistem,sistim
sistemnya,sistemnyo
siswa,anak sikola
siswa,murik
siswi,anak sikola
siswi,murik
situ,sinan
situ,siten
situ,situ
situasi,kaadaan
situasi,keadaan
situasi,keadaannyo
situasi,situasi
situasimu,situasi ang/kau
situasinya,situasinyo
situlah,situlah
situs web,situs internet
skandal,karajo nan mamaluan
skandal,skandal
skema,bagan
skema,garih gadangnyo
skema,karangko
skema,rancangan
skenario,sinario
sketsa,denah
sketsa,gambar rancangan
sketsa,karangko lukisan
ski,ski
skolah,sakolah
smartphone,hape
soal,soal
soalan,soalan
soalannya,soalannyo
soalnya,soalnyo
sobat,karekan
sobat,kawan
sobat,konco
sobat,sahabaik
sobat,sahabek
sobat,saudaro
sobat,sobat
sobatku,sobat den/awak/ambo
sobatmu,sobat ang/kau
sofanya,sopanyo
sogokannya,sogok an nyo
sohibnya,sohibnyo
solo,nyanyian tungga
solusinya,solusinyo
sombongmu,sombong ang/kau
sombongnya,sombongnyo
sopan,sopan
sopanlah,sopanlah
sopir,nan manjalanan oto
sopir,supir
sopirnya,supirnyo
sorak,sorak
sosial,sosial
sosok,bantuak
sosok,bayangan badan
sosok,karangko
sosok,paribadi
sosok,rupo
speakernya,spekernyo
speakernya,spikernyo
spesial,spesial
spesialku,spesial den/awak/ambo
spesialmu,spesial ang/kau
spesiesnya,spesiesnyo
spesifikasinya,spesifikasinyo
spionnya,spionnyo
sponsor,panangguang jawauk
sponsor,panyokong dana
sponsor,sponsor
stadion,galanggang ulahrago
stafnya,stafnyo
standar,baku (bahaso)
standar,standar
standarnya,standarnyo
stasiun,perhentian
stasiun,sitasiun
stasiun,stasiun
stasiun,terminal
stasiunmu,stasuin ang/kau
stasiunnya,stasuinnyo
status,kaduduakan
statusmu,status ang/kau
studi,kajian
studi,panalitian
studi,talaah
suami,laki
suami,suami
suamiku,laki den
suamimu,laki kau
suara,bunyi
suara,suaro
suaraku,suaro den/awak/ambo
suaramu,suaro ang/kau
suasana,kaadaan
suasana,suasano
suasana hati,suasano hati
suatu,suatu
suci,barasiah
suci,suci
suci,suci/ndak badoso
sudah,ala
sudah,alah
sudah,lai siap
sudah,salasai
sudahi,sudahi
sudahkah,alah ndak
sudahlah,alah lah
sudut,suduik
sudutnya,suduiknyo
suhunya,suhunyo
suka,lai amo
suka,suko
sukacita,suka cita
sukarela,sukarela
sukarelawan,sukarelawan
sulap,sulap
sulit,payah
sulit,suliak
sulit,suliek
sulit,sulik
sulit,susah
sumbangan,darama
sumbangan,sumbangan
sumber,asa
sumber,asal
sumber,asalnyo
sumber,sumbe
sumber,sumber
sumber,"sumber, asa"
sumberdaya,sumber daya
sumberku,sumber den/awak/ambo
sumbernya,sumbernyo
sumpah,janji
sumpah,sumpah
sumpahnya,sumpahnyo
sumur,sumua
sungai,batang aia
sungai,batang aie
sungai,batang ayia
sungai,sei
sungai,sungai
sungai,sungaii
sungainya,sangainyo
sungguh,bana
sungguh,sungguah
sungguh,"sungguah, yo bana"
sungguh,sungguoh
sungguh-sungguh,sungguh-sungguh
suntikan,anjuaran
suntikan,asuangan
suntikan,asutan
suntikan,nasiaik
suntikan,suntik
sunyi,aniang
sup,sup
supaya,agar
supaya,supayo
supir,sopir
supir,supir
supku,sup den
supmu,sup ang/kau
suram,suram
suratku,surek den/awak/ambo
suruh,su uah
suruh,suroah
suruh,suruah
suruhannya,suruahannyo
surut,suruik
surya,matoari
suster,juru rawaik
suster,suster
susunan acara,susunan acara
susunya,susunyo
sutra,suto
switer,switer
syahwat,syahwat
syaraf,saraf
syarat,saraik
syaratnya,syaratnyo
syok,syok
syukuri,syukuri
syukurlah,syukurlah
syurga,sarugo
tabahlah,tabahlah
tabel,tabel
tablet,lempeng tanah liek
tablet,pel
tabrakan,palanggaran
tabrakan,tabrakan
tabungan,kaceo
tabungan,pitih tabuangan
tabungan,tabuangan
tabunganmu,tabungan den/awak/ambo
tabungannya,tabungannyo
tabungnya,tabungnyo
taburkan,tabu an
tadi,cako
tadi,"cako, tadin"
tadi,tadi
tadinya,tadinyo
tagih,mintak
tagih,tagih
tagihan,tagihan
tagihanku,tagiahan den/awak/ambo
tagihanmu,tagiahan ang/kau
tagihannya,tagiahannyo
tahan,tahan
tahan,talok
tahanan,napi
tahanan,panjaro
tahanan,tahanan
tahanan,tangsi
tahanan,urang dipanjaro
tahananku,tahanan den
tahanannya,tahanannyo
tahanku,tahan den
tahanlah,tahanlah
tahtanya,tahtanyo
tahu,ngarati
tahu,obe
tahu,tantu
tahu,tau
tahukah,tau ndak
tahukan,taukan
tahulah,taulah
tahun,tahun
tahun,taun
tahunku,tahun den/awak/ambo
tahunmu,tahun ang/kau
tai,cirik
tai mata,cik mato
taii,cik
taii,cirik
taimu,cik ang/kau
taimu,cirik ang/kau
tajamnya,tajamnyo
tak,dak
tak,indak
tak,ndak
tak,tak
tak satupun,ndak ciekpun
tak seorangpun,ndak surangpun
takdirku,takdir den
takdirmu,takdir ang/kau
takdirnya,takdirnyo
takjub,takjub
takkan,dak nio
takkan,indak
takkan,indak akan
takkan,indakan
takkan,indakkan
takkan,ndak kan
takkan,ndakkan
takkan,takkan
taklah,ndaklah
taklukkan,takluk an
taksiku,taksi den
taksimu,taksi ang/kau
taksinya,taksinyo
takut,takuik
takutkan,takuik an
tali,tali
tali,ubuangan
talimu,tali ang/kau
talinya,talinyo
taman,halaman
taman,taman
tamannya,tamannyo
tambahannya,tambahannyo
tambahkan,tambaan
tambahnya,tambahnyo
tambal,tambal
tambang,tambang
tambangnya,tambangnyo
tambatkan,tambat an
tampak,nampak
tampak,taliek
tampak,tampak
tampak,tanampak
tampaknya,bantuaknyo
tampaknya,nampaknya
tampaknya,nampaknyo
tampaknya,tampaknyo
tampang,bungkah
tampang,garih tangah
tampang,namo pitih timah
tampang,tampang
tampangku,tampang den
tampannya,gantengnyo
tampar,lompang
tampar,tampa
tamparan,pukulan
tamparan,tampa
tamparan,tampeleng
tamparannya,tampa nyo
tampilkan,tampil an
tampung,tampuang
tamu,basuo
tamu,tamu
tamu,tamua
tamuku,tamu den
tanah,lahan
tanah,tanah
tanah pertanian,tanah pertanian
tanahmu,tanah ang/kau
tanam,tanam
tanda,tando
tandai,tandai/tandoi
tandamu,tando ang/kau
tandanya,tandonyo
tandatangan,tando tangan
tandatangani,tando tangani
tandingannya,tandingannyo
tandus,tandus
tangan,langan
tangan,tangan
tangani,tangani
tanganku,tangan den
tanganmu,tangan ang/kau
tangannya,tangan nyo
tangannya,tangannyo
tangannya,tanganyo
tangga,janjang
tangga,jonjang
tangga,lapeh
tangga,tangga
tangga,tanggo
tanggaku,tangga den
tanggal,lapeh
tanggal,tangga
tanggal,tanggal
tanggal,tanggau
tanggalkan,tangga an
tanggalnya,tanggalnyo
tanggapan,panarimoan
tanggapan,paratian
tanggapan,patunjuakan
